Board Stocks,Board I,Board II,Board III,Board Noble,BoardUpsiteDownI,BoardUpsiteDownII,BoardUpsiteDownIII,BoardUpsiteDownNoble,Hoang Score,Hoang Stocks,Hoang Stocks Const,Hoang Open,Hoang Noble,Hoang Upsite Down,Trang Score,Trang Stocks,Trang Stocks Const,Trang Open,Trang Noble,Trang Upsite Down,Thao12345 Score,Thao12345 Stocks,Thao12345 Stocks Const,Thao12345 Open,Thao12345 Noble,Thao12345 Upsite Down,Hieu Score,Hieu Stocks,Hieu Stocks Const,Hieu Open,Hieu Noble,Hieu Upsite Down
"{'red': 6, 'blue': 2, 'green': 0, 'white': 6, 'black': 2, 'auto_color': 4}","['I_3', 'I_9', 'I_7', 'I_14']","['II_15', 'II_3', 'II_2', 'II_11']","['III_8', 'III_4', 'III_14', 'III_9']","['Noble_7', 'Noble_6', 'Noble_4', 'Noble_9', 'Noble_3']","['I_28', 'I_18', 'I_33', 'I_23', 'I_4', 'I_1', 'I_13', 'I_38', 'I_8', 'I_20', 'I_32', 'I_24', 'I_27', 'I_25', 'I_21', 'I_26', 'I_15', 'I_16', 'I_39', 'I_31', 'I_6', 'I_12', 'I_2', 'I_11', 'I_35', 'I_34', 'I_37', 'I_10', 'I_19', 'I_5']","['II_7', 'II_30', 'II_21', 'II_22', 'II_25', 'II_12', 'II_9', 'II_16', 'II_19', 'II_18', 'II_17', 'II_26', 'II_14', 'II_6', 'II_27', 'II_29', 'II_1', 'II_24', 'II_23']","['III_6', 'III_7', 'III_16', 'III_2', 'III_20', 'III_3', 'III_11', 'III_18', 'III_13', 'III_10', 'III_5', 'III_19', 'III_17']","['Noble_8', 'Noble_10', 'Noble_1', 'Noble_5', 'Noble_2']",3,"{'red': 1, 'blue': 3, 'green': 4, 'white': 0, 'black': 2, 'auto_color': 0}","{'red': 1, 'blue': 0, 'green': 0, 'white': 0, 'black': 0}",['II_13'],[],"['II_5', 'III_1']",1,"{'red': 0, 'blue': 2, 'green': 0, 'white': 0, 'black': 0, 'auto_color': 1}","{'red': 2, 'blue': 0, 'green': 0, 'white': 0, 'black': 0}","['I_22', 'I_17']",[],"['II_10', 'II_20', 'II_28']",2,"{'red': 0, 'blue': 0, 'green': 2, 'white': 1, 'black': 2, 'auto_color': 0}","{'red': 0, 'blue': 1, 'green': 0, 'white': 1, 'black': 1}","['I_29', 'I_36', 'II_8']",[],[],2,"{'red': 0, 'blue': 0, 'green': 1, 'white': 0, 'black': 1, 'auto_color': 0}","{'red': 0, 'blue': 0, 'green': 1, 'white': 1, 'black': 1}","['II_4', 'I_30', 'I_40']",[],"['III_12', 'III_15']"
"{'red': 4, 'blue': 4, 'green': 0, 'white': 3, 'black': 1, 'auto_color': 4}","['I_3', 'I_9', 'I_7', 'I_28']","['II_15', 'II_3', 'II_2', 'II_11']","['III_8', 'III_4', 'III_14', 'III_9']","['Noble_7', 'Noble_6', 'Noble_4', 'Noble_9', 'Noble_3']","['I_18', 'I_33', 'I_23', 'I_4', 'I_1', 'I_13', 'I_38', 'I_8', 'I_20', 'I_32', 'I_24', 'I_27', 'I_25', 'I_21', 'I_26', 'I_15', 'I_16', 'I_39', 'I_31', 'I_6', 'I_12', 'I_2', 'I_11', 'I_35', 'I_34', 'I_37', 'I_10', 'I_19', 'I_5']","['II_7', 'II_30', 'II_21', 'II_22', 'II_25', 'II_12', 'II_9', 'II_16', 'II_19', 'II_18', 'II_17', 'II_26', 'II_14', 'II_6', 'II_27', 'II_29', 'II_1', 'II_24', 'II_23']","['III_6', 'III_7', 'III_16', 'III_2', 'III_20', 'III_3', 'III_11', 'III_18', 'III_13', 'III_10', 'III_5', 'III_19', 'III_17']","['Noble_8', 'Noble_10', 'Noble_1', 'Noble_5', 'Noble_2']",3,"{'red': 2, 'blue': 1, 'green': 4, 'white': 0, 'black': 3, 'auto_color': 0}","{'red': 1, 'blue': 0, 'green': 0, 'white': 0, 'black': 0}",['II_13'],[],"['II_5', 'III_1']",1,"{'red': 0, 'blue': 2, 'green': 0, 'white': 2, 'black': 0, 'auto_color': 1}","{'red': 2, 'blue': 0, 'green': 0, 'white': 0, 'black': 0}","['I_22', 'I_17']",[],"['II_10', 'II_20', 'II_28']",2,"{'red': 1, 'blue': 0, 'green': 2, 'white': 2, 'black': 3, 'auto_color': 0}","{'red': 0, 'blue': 1, 'green': 0, 'white': 1, 'black': 1}","['I_29', 'I_36', 'II_8']",[],[],2,"{'red': 0, 'blue': 0, 'green': 1, 'white': 0, 'black': 0, 'auto_color': 0}","{'red': 0, 'blue': 1, 'green': 1, 'white': 1, 'black': 1}","['II_4', 'I_30', 'I_40', 'I_14']",[],"['III_12', 'III_15']"
"{'red': 1, 'blue': 2, 'green': 0, 'white': 3, 'black': 3, 'auto_color': 4}","['I_18', 'I_9', 'I_7', 'I_28']","['II_15', 'II_3', 'II_2', 'II_11']","['III_8', 'III_4', 'III_14', 'III_9']","['Noble_7', 'Noble_6', 'Noble_4', 'Noble_9', 'Noble_3']","['I_33', 'I_23', 'I_4', 'I_1', 'I_13', 'I_38', 'I_8', 'I_20', 'I_32', 'I_24', 'I_27', 'I_25', 'I_21', 'I_26', 'I_15', 'I_16', 'I_39', 'I_31', 'I_6', 'I_12', 'I_2', 'I_11', 'I_35', 'I_34', 'I_37', 'I_10', 'I_19', 'I_5']","['II_7', 'II_30', 'II_21', 'II_22', 'II_25', 'II_12', 'II_9', 'II_16', 'II_19', 'II_18', 'II_17', 'II_26', 'II_14', 'II_6', 'II_27', 'II_29', 'II_1', 'II_24', 'II_23']","['III_6', 'III_7', 'III_16', 'III_2', 'III_20', 'III_3', 'III_11', 'III_18', 'III_13', 'III_10', 'III_5', 'III_19', 'III_17']","['Noble_8', 'Noble_10', 'Noble_1', 'Noble_5', 'Noble_2']",3,"{'red': 3, 'blue': 2, 'green': 4, 'white': 0, 'black': 1, 'auto_color': 0}","{'red': 1, 'blue': 0, 'green': 0, 'white': 0, 'black': 0}",['II_13'],[],"['II_5', 'III_1']",1,"{'red': 2, 'blue': 2, 'green': 0, 'white': 2, 'black': 0, 'auto_color': 1}","{'red': 2, 'blue': 0, 'green': 0, 'white': 0, 'black': 0}","['I_22', 'I_17']",[],"['II_10', 'II_20', 'II_28']",2,"{'red': 0, 'blue': 0, 'green': 2, 'white': 2, 'black': 2, 'auto_color': 0}","{'red': 0, 'blue': 1, 'green': 1, 'white': 1, 'black': 1}","['I_29', 'I_36', 'II_8', 'I_3']",[],[],2,"{'red': 1, 'blue': 1, 'green': 1, 'white': 0, 'black': 1, 'auto_color': 0}","{'red': 0, 'blue': 1, 'green': 1, 'white': 1, 'black': 1}","['II_4', 'I_30', 'I_40', 'I_14']",[],"['III_12', 'III_15']"
"{'red': 3, 'blue': 0, 'green': 0, 'white': 2, 'black': 1, 'auto_color': 4}","['I_33', 'I_9', 'I_7', 'I_28']","['II_15', 'II_3', 'II_2', 'II_11']","['III_8', 'III_4', 'III_14', 'III_9']","['Noble_7', 'Noble_6', 'Noble_4', 'Noble_9', 'Noble_3']","['I_23', 'I_4', 'I_1', 'I_13', 'I_38', 'I_8', 'I_20', 'I_32', 'I_24', 'I_27', 'I_25', 'I_21', 'I_26', 'I_15', 'I_16', 'I_39', 'I_31', 'I_6', 'I_12', 'I_2', 'I_11', 'I_35', 'I_34', 'I_37', 'I_10', 'I_19', 'I_5']","['II_7', 'II_30', 'II_21', 'II_22', 'II_25', 'II_12', 'II_9', 'II_16', 'II_19', 'II_18', 'II_17', 'II_26', 'II_14', 'II_6', 'II_27', 'II_29', 'II_1', 'II_24', 'II_23']","['III_6', 'III_7', 'III_16', 'III_2', 'III_20', 'III_3', 'III_11', 'III_18', 'III_13', 'III_10', 'III_5', 'III_19', 'III_17']","['Noble_8', 'Noble_10', 'Noble_1', 'Noble_5', 'Noble_2']",3,"{'red': 0, 'blue': 3, 'green': 4, 'white': 1, 'black': 2, 'auto_color': 0}","{'red': 1, 'blue': 0, 'green': 0, 'white': 0, 'black': 0}",['II_13'],[],"['II_5', 'III_1']",1,"{'red': 2, 'blue': 2, 'green': 0, 'white': 4, 'black': 0, 'auto_color': 1}","{'red': 2, 'blue': 0, 'green': 0, 'white': 0, 'black': 0}","['I_22', 'I_17']",[],"['II_10', 'II_20', 'II_28']",2,"{'red': 0, 'blue': 0, 'green': 2, 'white': 0, 'black': 2, 'auto_color': 0}","{'red': 1, 'blue': 1, 'green': 1, 'white': 1, 'black': 1}","['I_29', 'I_36', 'II_8', 'I_3', 'I_18']",[],[],2,"{'red': 2, 'blue': 2, 'green': 1, 'white': 0, 'black': 2, 'auto_color': 0}","{'red': 0, 'blue': 1, 'green': 1, 'white': 1, 'black': 1}","['II_4', 'I_30', 'I_40', 'I_14']",[],"['III_12', 'III_15']"
"{'red': 2, 'blue': 3, 'green': 0, 'white': 2, 'black': 0, 'auto_color': 4}","['I_4', 'I_9', 'I_7', 'I_28']","['II_15', 'II_3', 'II_2', 'II_11']","['III_8', 'III_4', 'III_14', 'III_9']","['Noble_7', 'Noble_6', 'Noble_4', 'Noble_9', 'Noble_3']","['I_1', 'I_13', 'I_38', 'I_8', 'I_20', 'I_32', 'I_24', 'I_27', 'I_25', 'I_21', 'I_26', 'I_15', 'I_16', 'I_39', 'I_31', 'I_6', 'I_12', 'I_2', 'I_11', 'I_35', 'I_34', 'I_37', 'I_10', 'I_19', 'I_5']","['II_7', 'II_30', 'II_21', 'II_22', 'II_25', 'II_12', 'II_9', 'II_16', 'II_19', 'II_18', 'II_17', 'II_26', 'II_14', 'II_6', 'II_27', 'II_29', 'II_1', 'II_24', 'II_23']","['III_6', 'III_7', 'III_16', 'III_2', 'III_20', 'III_3', 'III_11', 'III_18', 'III_13', 'III_10', 'III_5', 'III_19', 'III_17']","['Noble_8', 'Noble_10', 'Noble_1', 'Noble_5', 'Noble_2']",3,"{'red': 1, 'blue': 0, 'green': 5, 'white': 1, 'black': 3, 'auto_color': 0}","{'red': 1, 'blue': 0, 'green': 0, 'white': 0, 'black': 0}",['II_13'],[],"['II_5', 'III_1']",1,"{'red': 3, 'blue': 2, 'green': 0, 'white': 4, 'black': 0, 'auto_color': 1}","{'red': 2, 'blue': 0, 'green': 0, 'white': 0, 'black': 0}","['I_22', 'I_17']",[],"['II_10', 'II_20', 'II_28']",2,"{'red': 0, 'blue': 0, 'green': 2, 'white': 0, 'black': 2, 'auto_color': 0}","{'red': 2, 'blue': 1, 'green': 1, 'white': 1, 'black': 1}","['I_29', 'I_36', 'II_8', 'I_3', 'I_18', 'I_23']",[],[],2,"{'red': 1, 'blue': 2, 'green': 0, 'white': 0, 'black': 2, 'auto_color': 0}","{'red': 0, 'blue': 1, 'green': 1, 'white': 1, 'black': 2}","['II_4', 'I_30', 'I_40', 'I_14', 'I_33']",[],"['III_12', 'III_15']"
"{'red': 1, 'blue': 2, 'green': 5, 'white': 1, 'black': 2, 'auto_color': 4}","['I_4', 'I_9', 'I_1', 'I_28']","['II_15', 'II_3', 'II_2', 'II_11']","['III_8', 'III_4', 'III_14', 'III_9']","['Noble_7', 'Noble_6', 'Noble_4', 'Noble_9', 'Noble_3']","['I_13', 'I_38', 'I_8', 'I_20', 'I_32', 'I_24', 'I_27', 'I_25', 'I_21', 'I_26', 'I_15', 'I_16', 'I_39', 'I_31', 'I_6', 'I_12', 'I_2', 'I_11', 'I_35', 'I_34', 'I_37', 'I_10', 'I_19', 'I_5']","['II_7', 'II_30', 'II_21', 'II_22', 'II_25', 'II_12', 'II_9', 'II_16', 'II_19', 'II_18', 'II_17', 'II_26', 'II_14', 'II_6', 'II_27', 'II_29', 'II_1', 'II_24', 'II_23']","['III_6', 'III_7', 'III_16', 'III_2', 'III_20', 'III_3', 'III_11', 'III_18', 'III_13', 'III_10', 'III_5', 'III_19', 'III_17']","['Noble_8', 'Noble_10', 'Noble_1', 'Noble_5', 'Noble_2']",5,"{'red': 1, 'blue': 0, 'green': 0, 'white': 1, 'black': 3, 'auto_color': 0}","{'red': 1, 'blue': 0, 'green': 1, 'white': 0, 'black': 0}","['II_13', 'II_5']",[],['III_1'],1,"{'red': 3, 'blue': 2, 'green': 0, 'white': 4, 'black': 0, 'auto_color': 1}","{'red': 2, 'blue': 0, 'green': 0, 'white': 0, 'black': 0}","['I_22', 'I_17']",[],"['II_10', 'II_20', 'II_28']",2,"{'red': 1, 'blue': 1, 'green': 2, 'white': 1, 'black': 2, 'auto_color': 0}","{'red': 2, 'blue': 1, 'green': 1, 'white': 1, 'black': 1}","['I_29', 'I_36', 'II_8', 'I_3', 'I_18', 'I_23']",[],[],3,"{'red': 1, 'blue': 2, 'green': 0, 'white': 0, 'black': 0, 'auto_color': 0}","{'red': 0, 'blue': 1, 'green': 2, 'white': 1, 'black': 2}","['II_4', 'I_30', 'I_40', 'I_14', 'I_33', 'I_7']",[],"['III_12', 'III_15']"
"{'red': 2, 'blue': 2, 'green': 2, 'white': 2, 'black': 1, 'auto_color': 3}","['I_13', 'I_9', 'I_1', 'I_28']","['II_7', 'II_3', 'II_2', 'II_11']","['III_8', 'III_4', 'III_14', 'III_9']","['Noble_7', 'Noble_6', 'Noble_4', 'Noble_9', 'Noble_3']","['I_38', 'I_8', 'I_20', 'I_32', 'I_24', 'I_27', 'I_25', 'I_21', 'I_26', 'I_15', 'I_16', 'I_39', 'I_31', 'I_6', 'I_12', 'I_2', 'I_11', 'I_35', 'I_34', 'I_37', 'I_10', 'I_19', 'I_5']","['II_30', 'II_21', 'II_22', 'II_25', 'II_12', 'II_9', 'II_16', 'II_19', 'II_18', 'II_17', 'II_26', 'II_14', 'II_6', 'II_27', 'II_29', 'II_1', 'II_24', 'II_23']","['III_6', 'III_7', 'III_16', 'III_2', 'III_20', 'III_3', 'III_11', 'III_18', 'III_13', 'III_10', 'III_5', 'III_19', 'III_17']","['Noble_8', 'Noble_10', 'Noble_1', 'Noble_5', 'Noble_2']",5,"{'red': 1, 'blue': 0, 'green': 0, 'white': 1, 'black': 3, 'auto_color': 1}","{'red': 1, 'blue': 0, 'green': 1, 'white': 0, 'black': 0}","['II_13', 'II_5']",[],"['III_1', 'II_15']",1,"{'red': 1, 'blue': 2, 'green': 2, 'white': 4, 'black': 0, 'auto_color': 1}","{'red': 2, 'blue': 0, 'green': 0, 'white': 0, 'black': 0}","['I_22', 'I_17']",[],"['II_10', 'II_20', 'II_28']",2,"{'red': 1, 'blue': 1, 'green': 2, 'white': 0, 'black': 2, 'auto_color': 0}","{'red': 2, 'blue': 1, 'green': 2, 'white': 1, 'black': 1}","['I_29', 'I_36', 'II_8', 'I_3', 'I_18', 'I_23', 'I_4']",[],[],3,"{'red': 2, 'blue': 2, 'green': 1, 'white': 0, 'black': 1, 'auto_color': 0}","{'red': 0, 'blue': 1, 'green': 2, 'white': 1, 'black': 2}","['II_4', 'I_30', 'I_40', 'I_14', 'I_33', 'I_7']",[],"['III_12', 'III_15']"
"{'red': 5, 'blue': 3, 'green': 2, 'white': 2, 'black': 1, 'auto_color': 2}","['I_8', 'I_9', 'I_38', 'I_28']","['II_30', 'II_3', 'II_2', 'II_11']","['III_8', 'III_4', 'III_14', 'III_9']","['Noble_7', 'Noble_6', 'Noble_4', 'Noble_9', 'Noble_3']","['I_20', 'I_32', 'I_24', 'I_27', 'I_25', 'I_21', 'I_26', 'I_15', 'I_16', 'I_39', 'I_31', 'I_6', 'I_12', 'I_2', 'I_11', 'I_35', 'I_34', 'I_37', 'I_10', 'I_19', 'I_5']","['II_21', 'II_22', 'II_25', 'II_12', 'II_9', 'II_16', 'II_19', 'II_18', 'II_17', 'II_26', 'II_14', 'II_6', 'II_27', 'II_29', 'II_1', 'II_24', 'II_23']","['III_6', 'III_7', 'III_16', 'III_2', 'III_20', 'III_3', 'III_11', 'III_18', 'III_13', 'III_10', 'III_5', 'III_19', 'III_17']","['Noble_8', 'Noble_10', 'Noble_1', 'Noble_5', 'Noble_2']",5,"{'red': 1, 'blue': 0, 'green': 0, 'white': 1, 'black': 3, 'auto_color': 2}","{'red': 1, 'blue': 0, 'green': 1, 'white': 0, 'black': 0}","['II_13', 'II_5']",[],"['III_1', 'II_15', 'II_7']",1,"{'red': 0, 'blue': 2, 'green': 3, 'white': 4, 'black': 0, 'auto_color': 1}","{'red': 2, 'blue': 0, 'green': 0, 'white': 0, 'black': 0}","['I_22', 'I_17']",[],"['II_10', 'II_20', 'II_28']",2,"{'red': 1, 'blue': 1, 'green': 1, 'white': 0, 'black': 2, 'auto_color': 0}","{'red': 2, 'blue': 2, 'green': 2, 'white': 1, 'black': 1}","['I_29', 'I_36', 'II_8', 'I_3', 'I_18', 'I_23', 'I_4', 'I_13']",[],[],3,"{'red': 0, 'blue': 1, 'green': 1, 'white': 0, 'black': 1, 'auto_color': 0}","{'red': 0, 'blue': 1, 'green': 3, 'white': 1, 'black': 2}","['II_4', 'I_30', 'I_40', 'I_14', 'I_33', 'I_7', 'I_1']",[],"['III_12', 'III_15']"
"{'red': 5, 'blue': 4, 'green': 2, 'white': 2, 'black': 5, 'auto_color': 4}","['I_32', 'I_9', 'I_38', 'I_20']","['II_30', 'II_3', 'II_2', 'II_11']","['III_8', 'III_4', 'III_14', 'III_9']","['Noble_7', 'Noble_6', 'Noble_4', 'Noble_9', 'Noble_3']","['I_24', 'I_27', 'I_25', 'I_21', 'I_26', 'I_15', 'I_16', 'I_39', 'I_31', 'I_6', 'I_12', 'I_2', 'I_11', 'I_35', 'I_34', 'I_37', 'I_10', 'I_19', 'I_5']","['II_21', 'II_22', 'II_25', 'II_12', 'II_9', 'II_16', 'II_19', 'II_18', 'II_17', 'II_26', 'II_14', 'II_6', 'II_27', 'II_29', 'II_1', 'II_24', 'II_23']","['III_6', 'III_7', 'III_16', 'III_2', 'III_20', 'III_3', 'III_11', 'III_18', 'III_13', 'III_10', 'III_5', 'III_19', 'III_17']","['Noble_8', 'Noble_10', 'Noble_1', 'Noble_5', 'Noble_2']",7,"{'red': 1, 'blue': 0, 'green': 0, 'white': 1, 'black': 0, 'auto_color': 0}","{'red': 2, 'blue': 0, 'green': 1, 'white': 0, 'black': 0}","['II_13', 'II_5', 'II_15']",[],"['III_1', 'II_7']",1,"{'red': 0, 'blue': 1, 'green': 4, 'white': 4, 'black': 0, 'auto_color': 1}","{'red': 2, 'blue': 0, 'green': 0, 'white': 0, 'black': 0}","['I_22', 'I_17']",[],"['II_10', 'II_20', 'II_28']",2,"{'red': 1, 'blue': 1, 'green': 1, 'white': 0, 'black': 1, 'auto_color': 0}","{'red': 2, 'blue': 2, 'green': 3, 'white': 1, 'black': 1}","['I_29', 'I_36', 'II_8', 'I_3', 'I_18', 'I_23', 'I_4', 'I_13', 'I_8']",[],[],4,"{'red': 0, 'blue': 1, 'green': 0, 'white': 0, 'black': 1, 'auto_color': 0}","{'red': 0, 'blue': 1, 'green': 3, 'white': 2, 'black': 2}","['II_4', 'I_30', 'I_40', 'I_14', 'I_33', 'I_7', 'I_1', 'I_28']",[],"['III_12', 'III_15']"
"{'red': 5, 'blue': 6, 'green': 1, 'white': 2, 'black': 5, 'auto_color': 3}","['I_27', 'I_9', 'I_24', 'I_20']","['II_21', 'II_3', 'II_2', 'II_11']","['III_8', 'III_4', 'III_14', 'III_9']","['Noble_7', 'Noble_6', 'Noble_4', 'Noble_9', 'Noble_3']","['I_25', 'I_21', 'I_26', 'I_15', 'I_16', 'I_39', 'I_31', 'I_6', 'I_12', 'I_2', 'I_11', 'I_35', 'I_34', 'I_37', 'I_10', 'I_19', 'I_5']","['II_22', 'II_25', 'II_12', 'II_9', 'II_16', 'II_19', 'II_18', 'II_17', 'II_26', 'II_14', 'II_6', 'II_27', 'II_29', 'II_1', 'II_24', 'II_23']","['III_6', 'III_7', 'III_16', 'III_2', 'III_20', 'III_3', 'III_11', 'III_18', 'III_13', 'III_10', 'III_5', 'III_19', 'III_17']","['Noble_8', 'Noble_10', 'Noble_1', 'Noble_5', 'Noble_2']",7,"{'red': 1, 'blue': 0, 'green': 0, 'white': 1, 'black': 0, 'auto_color': 1}","{'red': 2, 'blue': 0, 'green': 1, 'white': 0, 'black': 0}","['II_13', 'II_5', 'II_15']",[],"['III_1', 'II_7', 'II_30']",1,"{'red': 0, 'blue': 0, 'green': 5, 'white': 4, 'black': 0, 'auto_color': 1}","{'red': 2, 'blue': 0, 'green': 0, 'white': 0, 'black': 0}","['I_22', 'I_17']",[],"['II_10', 'II_20', 'II_28']",2,"{'red': 1, 'blue': 0, 'green': 1, 'white': 0, 'black': 1, 'auto_color': 0}","{'red': 2, 'blue': 2, 'green': 3, 'white': 2, 'black': 1}","['I_29', 'I_36', 'II_8', 'I_3', 'I_18', 'I_23', 'I_4', 'I_13', 'I_8', 'I_32']",[],[],4,"{'red': 0, 'blue': 1, 'green': 0, 'white': 0, 'black': 1, 'auto_color': 0}","{'red': 0, 'blue': 1, 'green': 3, 'white': 2, 'black': 3}","['II_4', 'I_30', 'I_40', 'I_14', 'I_33', 'I_7', 'I_1', 'I_28', 'I_38']",[],"['III_12', 'III_15']"
"{'red': 3, 'blue': 5, 'green': 6, 'white': 2, 'black': 5, 'auto_color': 4}","['I_27', 'I_9', 'I_25', 'I_20']","['II_21', 'II_3', 'II_2', 'II_11']","['III_8', 'III_4', 'III_14', 'III_9']","['Noble_7', 'Noble_6', 'Noble_4', 'Noble_9', 'Noble_3']","['I_21', 'I_26', 'I_15', 'I_16', 'I_39', 'I_31', 'I_6', 'I_12', 'I_2', 'I_11', 'I_35', 'I_34', 'I_37', 'I_10', 'I_19', 'I_5']","['II_22', 'II_25', 'II_12', 'II_9', 'II_16', 'II_19', 'II_18', 'II_17', 'II_26', 'II_14', 'II_6', 'II_27', 'II_29', 'II_1', 'II_24', 'II_23']","['III_6', 'III_7', 'III_16', 'III_2', 'III_20', 'III_3', 'III_11', 'III_18', 'III_13', 'III_10', 'III_5', 'III_19', 'III_17']","['Noble_8', 'Noble_10', 'Noble_1', 'Noble_5', 'Noble_2']",7,"{'red': 1, 'blue': 2, 'green': 0, 'white': 1, 'black': 0, 'auto_color': 1}","{'red': 2, 'blue': 0, 'green': 1, 'white': 0, 'black': 0}","['II_13', 'II_5', 'II_15']",[],"['III_1', 'II_7', 'II_30']",3,"{'red': 0, 'blue': 0, 'green': 0, 'white': 4, 'black': 0, 'auto_color': 0}","{'red': 2, 'blue': 0, 'green': 0, 'white': 0, 'black': 1}","['I_22', 'I_17', 'II_28']",[],"['II_10', 'II_20']",2,"{'red': 3, 'blue': 0, 'green': 1, 'white': 0, 'black': 1, 'auto_color': 0}","{'red': 2, 'blue': 2, 'green': 3, 'white': 2, 'black': 1}","['I_29', 'I_36', 'II_8', 'I_3', 'I_18', 'I_23', 'I_4', 'I_13', 'I_8', 'I_32']",[],[],4,"{'red': 0, 'blue': 0, 'green': 0, 'white': 0, 'black': 1, 'auto_color': 0}","{'red': 1, 'blue': 1, 'green': 3, 'white': 2, 'black': 3}","['II_4', 'I_30', 'I_40', 'I_14', 'I_33', 'I_7', 'I_1', 'I_28', 'I_38', 'I_24']",[],"['III_12', 'III_15']"
"{'red': 5, 'blue': 2, 'green': 6, 'white': 2, 'black': 4, 'auto_color': 4}","['I_27', 'I_9', 'I_25', 'I_21']","['II_22', 'II_3', 'II_2', 'II_11']","['III_8', 'III_4', 'III_14', 'III_9']","['Noble_7', 'Noble_6', 'Noble_4', 'Noble_9', 'Noble_3']","['I_26', 'I_15', 'I_16', 'I_39', 'I_31', 'I_6', 'I_12', 'I_2', 'I_11', 'I_35', 'I_34', 'I_37', 'I_10', 'I_19', 'I_5']","['II_25', 'II_12', 'II_9', 'II_16', 'II_19', 'II_18', 'II_17', 'II_26', 'II_14', 'II_6', 'II_27', 'II_29', 'II_1', 'II_24', 'II_23']","['III_6', 'III_7', 'III_16', 'III_2', 'III_20', 'III_3', 'III_11', 'III_18', 'III_13', 'III_10', 'III_5', 'III_19', 'III_17']","['Noble_8', 'Noble_10', 'Noble_1', 'Noble_5', 'Noble_2']",7,"{'red': 1, 'blue': 4, 'green': 0, 'white': 1, 'black': 0, 'auto_color': 1}","{'red': 2, 'blue': 0, 'green': 1, 'white': 0, 'black': 0}","['II_13', 'II_5', 'II_15']",[],"['III_1', 'II_7', 'II_30']",3,"{'red': 1, 'blue': 1, 'green': 0, 'white': 4, 'black': 1, 'auto_color': 0}","{'red': 2, 'blue': 0, 'green': 0, 'white': 0, 'black': 1}","['I_22', 'I_17', 'II_28']",[],"['II_10', 'II_20']",4,"{'red': 0, 'blue': 0, 'green': 1, 'white': 0, 'black': 1, 'auto_color': 0}","{'red': 2, 'blue': 2, 'green': 3, 'white': 3, 'black': 1}","['I_29', 'I_36', 'II_8', 'I_3', 'I_18', 'I_23', 'I_4', 'I_13', 'I_8', 'I_32', 'II_21']",[],[],4,"{'red': 0, 'blue': 0, 'green': 0, 'white': 0, 'black': 1, 'auto_color': 0}","{'red': 2, 'blue': 1, 'green': 3, 'white': 2, 'black': 3}","['II_4', 'I_30', 'I_40', 'I_14', 'I_33', 'I_7', 'I_1', 'I_28', 'I_38', 'I_24', 'I_20']",[],"['III_12', 'III_15']"
"{'red': 3, 'blue': 0, 'green': 5, 'white': 2, 'black': 3, 'auto_color': 4}","['I_15', 'I_26', 'I_25', 'I_21']","['II_22', 'II_3', 'II_2', 'II_11']","['III_8', 'III_4', 'III_14', 'III_9']","['Noble_7', 'Noble_6', 'Noble_4', 'Noble_9', 'Noble_3']","['I_16', 'I_39', 'I_31', 'I_6', 'I_12', 'I_2', 'I_11', 'I_35', 'I_34', 'I_37', 'I_10', 'I_19', 'I_5']","['II_25', 'II_12', 'II_9', 'II_16', 'II_19', 'II_18', 'II_17', 'II_26', 'II_14', 'II_6', 'II_27', 'II_29', 'II_1', 'II_24', 'II_23']","['III_6', 'III_7', 'III_16', 'III_2', 'III_20', 'III_3', 'III_11', 'III_18', 'III_13', 'III_10', 'III_5', 'III_19', 'III_17']","['Noble_8', 'Noble_10', 'Noble_1', 'Noble_5', 'Noble_2']",7,"{'red': 2, 'blue': 5, 'green': 1, 'white': 1, 'black': 0, 'auto_color': 1}","{'red': 2, 'blue': 0, 'green': 1, 'white': 0, 'black': 0}","['II_13', 'II_5', 'II_15']",[],"['III_1', 'II_7', 'II_30']",3,"{'red': 2, 'blue': 2, 'green': 0, 'white': 4, 'black': 2, 'auto_color': 0}","{'red': 2, 'blue': 0, 'green': 0, 'white': 0, 'black': 1}","['I_22', 'I_17', 'II_28']",[],"['II_10', 'II_20']",4,"{'red': 0, 'blue': 0, 'green': 1, 'white': 0, 'black': 1, 'auto_color': 0}","{'red': 2, 'blue': 2, 'green': 3, 'white': 4, 'black': 1}","['I_29', 'I_36', 'II_8', 'I_3', 'I_18', 'I_23', 'I_4', 'I_13', 'I_8', 'I_32', 'II_21', 'I_27']",[],[],4,"{'red': 0, 'blue': 0, 'green': 0, 'white': 0, 'black': 1, 'auto_color': 0}","{'red': 2, 'blue': 2, 'green': 3, 'white': 2, 'black': 3}","['II_4', 'I_30', 'I_40', 'I_14', 'I_33', 'I_7', 'I_1', 'I_28', 'I_38', 'I_24', 'I_20', 'I_9']",[],"['III_12', 'III_15']"
